1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress,moisture,beam_type
1,1.6,0.76925,0.40479,19.5389,19.2312,0.0302,10,Circle
1,1.65,0.79425,0.29097,20.1738,19.8561,0.0217,10,Circle
1,1.7,0.81924,0.34236,20.8088,20.4811,0.0255,10,Circle
1,1.75,0.84424,0.39974,21.4438,21.1061,0.0298,10,Circle
1,1.8,0.86925,0.38854,22.0788,21.7311,0.029,10,Circle
1,1.85,0.89425,0.36192,22.7139,22.3562,0.027,10,Circle
1,1.9,0.91925,0.43074,23.3488,22.9811,0.0321,10,Circle
1,1.95,0.94424,0.43457,23.9838,23.6061,0.0324,10,Circle
1,2,0.96924,0.46774,24.6188,24.2311,0.0349,10,Circle
1,2.05,0.99425,0.46957,25.2539,24.8562,0.035,10,Circle
1,2.1,1.01925,0.38413,25.8888,25.4811,0.0286,10,Circle
1,2.15,1.04424,0.46132,26.5238,26.1061,0.0344,10,Circle
1,2.2,1.06924,0.46926,27.1588,26.7311,0.035,10,Circle
1,2.25,1.09425,0.52032,27.7938,27.3561,0.0388,10,Circle
1,2.3,1.11925,0.56341,28.4288,27.9811,0.042,10,Circle
1,2.35,1.14424,0.53622,29.0638,28.6061,0.04,10,Circle
1,2.4,1.16924,0.54728,29.6988,29.2311,0.0408,10,Circle
1,2.45,1.19425,0.39809,30.3339,29.8562,0.0297,10,Circle
1,2.5,1.21925,0.41693,30.9688,30.4811,0.0311,10,Circle
1,2.55,1.24425,0.43579,31.6038,31.1061,0.0325,10,Circle
1,2.6,1.26924,0.44419,32.2388,31.7311,0.0331,10,Circle
1,2.65,1.29425,0.48952,32.8738,32.3561,0.0365,10,Circle
1,2.7,1.31925,0.46785,33.5089,32.9812,0.0349,10,Circle
1,2.75,1.34425,0.53248,34.1438,33.6061,0.0397,10,Circle
1,2.8,1.36924,0.54747,34.7788,34.2311,0.0408,10,Circle
1,2.85,1.39424,0.58119,35.4138,34.8561,0.0433,10,Circle
1,2.9,1.41925,0.63304,36.0488,35.4811,0.0472,10,Circle
1,2.95,1.44424,0.65869,36.6838,36.1061,0.0491,10,Circle
1,3,1.46924,0.64063,37.3188,36.7311,0.0478,10,Circle
1,3.05,1.49424,0.72245,37.9538,37.3561,0.0538,10,Circle
1,3.1,1.51925,0.80865,38.5888,37.9811,0.0603,10,Circle
1,3.15,1.54424,0.85558,39.2238,38.6061,0.0638,10,Circle
1,3.2,1.56924,0.73909,39.8588,39.2311,0.0551,10,Circle
1,3.25,1.59424,0.70278,40.4938,39.8561,0.0524,10,Circle
1,3.3,1.61925,0.66493,41.1289,40.4812,0.0496,10,Circle
1,3.35,1.64425,0.7254,41.7638,41.1061,0.0541,10,Circle
1,3.4,1.66924,0.78761,42.3988,41.7311,0.0587,10,Circle
1,3.45,1.69424,0.82761,43.0338,42.3561,0.0617,10,Circle
1,3.5,1.71925,0.66129,43.6688,42.9811,0.0493,10,Circle
1,3.55,1.74425,0.69075,44.3039,43.6062,0.0515,10,Circle
1,3.6,1.76924,0.74673,44.9388,44.2311,0.0557,10,Circle
1,3.65,1.79424,0.856,45.5738,44.8561,0.0638,10,Circle
1,3.7,1.81925,0.88829,46.2088,45.4811,0.0662,10,Circle
1,3.75,1.84425,0.6946,46.8438,46.1061,0.0518,10,Circle
1,3.8,1.86924,0.79648,47.4788,46.7311,0.0594,10,Circle
1,3.85,1.89424,0.87392,48.1138,47.3561,0.0651,10,Circle
1,3.9,1.91924,0.80188,48.7488,47.9811,0.0598,10,Circle
1,3.95,1.94425,0.72031,49.3838,48.6061,0.0537,10,Circle
1,4,1.96924,0.78315,50.0188,49.2311,0.0584,10,Circle
1,4.05,1.99424,0.76116,50.6538,49.8561,0.0567,10,Circle
1,4.1,2.01924,0.77569,51.2888,50.4811,0.0578,10,Circle
1,4.15,2.04425,0.81991,51.9239,51.1062,0.0611,10,Circle
1,4.2,2.06925,0.82452,52.5588,51.7311,0.0615,10,Circle
1,4.25,2.09424,0.89128,53.1938,52.3561,0.0664,10,Circle
1,4.3,2.11924,0.9012,53.8288,52.9811,0.0672,10,Circle
1,4.35,2.14425,0.80996,54.4639,53.6062,0.0604,10,Circle
1,4.4,2.16925,0.89037,55.0989,54.2312,0.0664,10,Circle
1,4.45,2.19424,0.90171,55.7338,54.8561,0.0672,10,Circle
1,4.5,2.21924,0.96564,56.3688,55.4811,0.072,10,Circle
1,4.55,2.24424,0.99794,57.0038,56.1061,0.0744,10,Circle
1,4.6,2.26925,0.96672,57.6388,56.7311,0.0721,10,Circle
1,4.65,2.29424,1.02896,58.2738,57.3561,0.0767,10,Circle
1,4.7,2.31924,1.00881,58.9088,57.9811,0.0752,10,Circle
1,4.75,2.34424,0.87794,59.5438,58.6061,0.0654,10,Circle
1,4.8,2.36925,0.96851,60.1788,59.2312,0.0722,10,Circle
1,4.85,2.39424,0.95058,60.8138,59.8561,0.0709,10,Circle
1,4.9,2.41924,1.00478,61.4488,60.4811,0.0749,10,Circle
1,4.95,2.44424,1.02557,62.0838,61.1061,0.0764,10,Circle
1,5,2.46925,0.98153,62.7189,61.7312,0.0732,10,Circle
1,5.05,2.49425,0.89353,63.3538,62.3561,0.0666,10,Circle
1,5.1,2.51924,0.90771,63.9888,62.9811,0.0677,10,Circle
1,5.15,2.54424,0.96779,64.6238,63.6061,0.0721,10,Circle
1,5.2,2.56925,0.96586,65.2588,64.2311,0.072,10,Circle
1,5.25,2.59425,0.92818,65.8939,64.8562,0.0692,10,Circle
1,5.3,2.61924,0.96034,66.5288,65.4811,0.0716,10,Circle
1,5.35,2.64424,1.02785,67.1638,66.1061,0.0766,10,Circle
1,5.4,2.66924,1.01888,67.7988,66.7311,0.0759,10,Circle
1,5.45,2.69425,1.01749,68.4338,67.3561,0.0758,10,Circle
1,5.5,2.71924,1.03198,69.0688,67.9811,0.0769,10,Circle
1,5.55,2.74424,1.046,69.7038,68.6061,0.078,10,Circle
1,5.6,2.76924,1.08084,70.3388,69.2311,0.0806,10,Circle
1,5.65,2.79425,1.10729,70.9739,69.8562,0.0825,10,Circle
1,5.7,2.81924,1.08496,71.6088,70.4811,0.0809,10,Circle
1,5.75,2.84424,1.13575,72.2438,71.1061,0.0847,10,Circle
1,5.8,2.86925,1.18748,72.8788,71.7311,0.0885,10,Circle
1,5.85,2.89425,1.09244,73.5139,72.3562,0.0814,10,Circle
1,5.9,2.91925,1.12751,74.1488,72.9811,0.084,10,Circle
1,5.95,2.94424,1.15423,74.7838,73.6061,0.086,10,Circle
1,6,2.96924,1.13792,75.4188,74.2311,0.0848,10,Circle
1,6.05,2.99425,1.10866,76.0538,74.8561,0.0826,10,Circle
1,6.1,3.01925,1.04269,76.6888,75.4811,0.0777,10,Circle
1,6.15,3.04424,1.11274,77.3238,76.1061,0.0829,10,Circle
1,6.2,3.06924,1.09981,77.9588,76.7311,0.082,10,Circle
1,6.25,3.09424,1.11762,78.5938,77.3561,0.0833,10,Circle
1,6.3,3.11925,1.16628,79.2288,77.9811,0.0869,10,Circle
1,6.35,3.14424,1.19057,79.8638,78.6061,0.0887,10,Circle
1,6.4,3.16925,1.16543,80.4988,79.2311,0.0869,10,Circle
1,6.45,3.19425,1.18289,81.1338,79.8561,0.0882,10,Circle
1,6.5,3.21925,1.18845,81.7689,80.4812,0.0886,10,Circle
1,6.55,3.24425,1.20241,82.4038,81.1061,0.0896,10,Circle
1,6.6,3.26924,1.24929,83.0388,81.7311,0.0931,10,Circle
1,6.65,3.29425,1.28418,83.6738,82.3561,0.0957,10,Circle
1,6.7,3.31925,1.23443,84.3089,82.9812,0.092,10,Circle
1,6.75,3.34424,1.24746,84.9438,83.6061,0.093,10,Circle
1,6.8,3.36924,1.26249,85.5788,84.2311,0.0941,10,Circle
1,6.85,3.39424,1.28515,86.2138,84.8561,0.0958,10,Circle
1,6.9,3.41925,1.31217,86.8488,85.4811,0.0978,10,Circle
1,6.95,3.44425,1.3032,87.4838,86.1062,0.0971,10,Circle
1,7,3.46924,1.29324,88.1188,86.7311,0.0964,10,Circle
1,7.05,3.49424,1.34359,88.7538,87.3561,0.1001,10,Circle
1,7.1,3.51925,1.3278,89.3888,87.9811,0.099,10,Circle
1,7.15,3.54425,1.34416,90.0238,88.6061,0.1002,10,Circle
1,7.2,3.56924,1.35907,90.6588,89.2311,0.1013,10,Circle
1,7.25,3.59425,1.35695,91.2938,89.8561,0.1011,10,Circle
1,7.3,3.61925,1.36524,91.9288,90.4811,0.1018,10,Circle
1,7.35,3.64425,1.3751,92.5639,91.1062,0.1025,10,Circle
1,7.4,3.66924,1.44819,93.1988,91.7311,0.1079,10,Circle
1,7.45,3.69424,1.48281,93.8338,92.3561,0.1105,10,Circle
1,7.5,3.71925,1.48099,94.4688,92.9811,0.1104,10,Circle
1,7.55,3.74425,1.45808,95.1039,93.6062,0.1087,10,Circle
1,7.6,3.76924,1.43349,95.7388,94.2311,0.1068,10,Circle
1,7.65,3.79424,1.46876,96.3738,94.8561,0.1095,10,Circle
1,7.7,3.81925,1.48311,97.0088,95.4811,0.1105,10,Circle
1,7.75,3.84424,1.47573,97.6438,96.1061,0.11,10,Circle
1,7.8,3.86925,1.4496,98.2788,96.7311,0.1081,10,Circle
1,7.85,3.89424,1.45844,98.9138,97.3561,0.1087,10,Circle
1,7.9,3.91924,1.50295,99.5488,97.9811,0.112,10,Circle
1,7.95,3.94425,1.4907,100.1838,98.6061,0.1111,10,Circle
1,8,3.96925,1.47275,100.8188,99.2311,0.1098,10,Circle
1,8.05,3.99424,1.5092,101.4538,99.8561,0.1125,10,Circle
1,8.1,4.01925,1.50121,102.0888,100.4811,0.1119,10,Circle
1,8.15,4.04425,1.49388,102.7239,101.1062,0.1114,10,Circle
1,8.2,4.06925,1.53735,103.3589,101.7312,0.1146,10,Circle
1,8.25,4.09424,1.53437,103.9938,102.3561,0.1144,10,Circle
1,8.3,4.11924,1.5432,104.6288,102.9811,0.115,10,Circle
1,8.35,4.14425,1.53591,105.2638,103.6062,0.1145,10,Circle
1,8.4,4.16925,1.53969,105.8988,104.2311,0.1148,10,Circle
1,8.45,4.19424,1.5453,106.5338,104.8561,0.1152,10,Circle
1,8.5,4.21924,1.54319,107.1688,105.4811,0.115,10,Circle
1,8.55,4.24424,1.56143,107.8038,106.1061,0.1164,10,Circle
1,8.6,4.26925,1.53119,108.4388,106.7311,0.1141,10,Circle
1,8.65,4.29425,1.5328,109.0738,107.3561,0.1143,10,Circle
1,8.7,4.31924,1.5878,109.7088,107.9811,0.1184,10,Circle
1,8.75,4.34424,1.62676,110.3438,108.6061,0.1213,10,Circle
1,8.8,4.36925,1.6276,110.9788,109.2312,0.1213,10,Circle
1,8.85,4.39425,1.62607,111.6138,109.8562,0.1212,10,Circle
1,8.9,4.41924,1.63759,112.2488,110.4811,0.1221,10,Circle
1,8.95,4.44425,1.65123,112.8838,111.1061,0.1231,10,Circle
1,9,4.46925,1.66444,113.5188,111.7311,0.1241,10,Circle
1,9.05,4.49425,1.6309,114.1538,112.3562,0.1216,10,Circle
1,9.1,4.51924,1.63586,114.7888,112.9811,0.1219,10,Circle
1,9.15,4.54424,1.65666,115.4238,113.6061,0.1235,10,Circle
1,9.2,4.56925,1.62775,116.0588,114.2311,0.1213,10,Circle
1,9.25,4.59425,1.66807,116.6938,114.8561,0.1243,10,Circle
1,9.3,4.61924,1.65344,117.3288,115.4811,0.1232,10,Circle
1,9.35,4.64424,1.65144,117.9638,116.1061,0.1231,10,Circle
1,9.4,4.66925,1.66618,118.5988,116.7311,0.1242,10,Circle
1,9.45,4.69425,1.7075,119.2338,117.3561,0.1273,10,Circle
1,9.5,4.71925,1.71474,119.8688,117.9811,0.1278,10,Circle
1,9.55,4.74424,1.69192,120.5038,118.6061,0.1261,10,Circle
1,9.6,4.76925,1.6993,121.1388,119.2311,0.1267,10,Circle
1,9.65,4.79425,1.74519,121.7738,119.8561,0.1301,10,Circle
1,9.7,4.81925,1.78226,122.4089,120.4812,0.1328,10,Circle
1,9.75,4.84425,1.79595,123.0438,121.1061,0.1339,10,Circle
1,9.8,4.86925,1.79634,123.6788,121.7311,0.1339,10,Circle
1,9.85,4.89425,1.80901,124.3138,122.3561,0.1348,10,Circle
1,9.9,4.91925,1.79935,124.9488,122.9811,0.1341,10,Circle
1,9.95,4.94424,1.81341,125.5838,123.6061,0.1352,10,Circle
1,10,4.96924,1.84104,126.2188,124.2311,0.1372,10,Circle
1,10.05,4.99425,1.86865,126.8538,124.8561,0.1393,10,Circle
1,10.1,5.01924,1.87886,127.4888,125.4811,0.14,10,Circle
1,10.15,5.04424,1.88381,128.1238,126.1061,0.1404,10,Circle
1,10.2,5.06924,1.91694,128.7588,126.7311,0.1429,10,Circle
1,10.25,5.09425,1.89945,129.3938,127.3561,0.1416,10,Circle
1,10.3,5.11925,1.91922,130.0288,127.9811,0.1431,10,Circle
1,10.35,5.14425,1.95707,130.6638,128.6061,0.1459,10,Circle
1,10.4,5.16924,1.98088,131.2988,129.2311,0.1477,10,Circle
1,10.45,5.19425,1.99156,131.9338,129.8561,0.1484,10,Circle
1,10.5,5.21925,2.00227,132.5688,130.4811,0.1492,10,Circle
1,10.55,5.24425,2.03252,133.2038,131.1061,0.1515,10,Circle
1,10.6,5.26924,2.0264,133.8388,131.7311,0.151,10,Circle
1,10.65,5.29425,2.0361,134.4738,132.3561,0.1518,10,Circle
1,10.7,5.31925,2.0537,135.1088,132.9811,0.1531,10,Circle
1,10.75,5.34424,2.04202,135.7438,133.6061,0.1522,10,Circle
1,10.8,5.36924,2.07462,136.3788,134.2311,0.1546,10,Circle
1,10.85,5.39424,2.13107,137.0138,134.8561,0.1588,10,Circle
1,10.9,5.41925,2.10304,137.6488,135.4812,0.1568,10,Circle
1,10.95,5.44424,2.14219,138.2838,136.1061,0.1597,10,Circle
1,11,5.46924,2.17126,138.9188,136.7311,0.1618,10,Circle
1,11.05,5.49424,2.22476,139.5538,137.3561,0.1658,10,Circle
1,11.1,5.51925,2.26751,140.1888,137.9811,0.169,10,Circle
1,11.15,5.54425,2.29803,140.8238,138.6061,0.1713,10,Circle
1,11.2,5.56925,2.34791,141.4588,139.2311,0.175,10,Circle
1,11.25,5.59424,2.39121,142.0938,139.8561,0.1782,10,Circle
1,11.3,5.61925,2.37427,142.7289,140.4812,0.177,10,Circle
1,11.35,5.64425,2.28659,143.3638,141.1061,0.1704,10,Circle
1,11.4,5.66924,2.30908,143.9988,141.7311,0.1721,10,Circle
1,11.45,5.69424,2.31187,144.6338,142.3561,0.1723,10,Circle
1,11.5,5.71925,2.35155,145.2688,142.9811,0.1753,10,Circle
1,11.55,5.74425,2.32953,145.9038,143.6061,0.1736,10,Circle
1,11.6,5.76924,2.36898,146.5388,144.2311,0.1766,10,Circle
1,11.65,5.79424,2.37009,147.1738,144.8561,0.1767,10,Circle
1,11.7,5.81924,2.38623,147.8088,145.4811,0.1779,10,Circle
1,11.75,5.84425,2.41779,148.4438,146.1061,0.1802,10,Circle
1,11.8,5.86924,2.44037,149.0788,146.7311,0.1819,10,Circle
1,11.85,5.89424,2.41938,149.7138,147.3561,0.1803,10,Circle
1,11.9,5.91924,2.49293,150.3488,147.9811,0.1858,10,Circle
1,11.95,5.94425,2.48249,150.9839,148.6062,0.185,10,Circle
1,12,5.96925,2.50569,151.6189,149.2312,0.1868,10,Circle
1,12.05,5.99425,2.52955,152.2538,149.8561,0.1885,10,Circle
1,12.1,6.01924,2.54832,152.8888,150.4811,0.1899,10,Circle
1,12.15,6.04425,2.56612,153.5238,151.1062,0.1913,10,Circle
1,12.2,6.06925,2.58442,154.1588,151.7311,0.1926,10,Circle
1,12.25,6.09425,2.56128,154.7938,152.3561,0.1909,10,Circle
1,12.3,6.11924,2.63058,155.4288,152.9811,0.1961,10,Circle
1,12.35,6.14425,2.6234,156.0638,153.6061,0.1955,10,Circle
1,12.4,6.16924,2.66357,156.6988,154.2311,0.1985,10,Circle
1,12.45,6.19424,2.68924,157.3338,154.8561,0.2005,10,Circle
1,12.5,6.21924,2.73059,157.9688,155.4811,0.2035,10,Circle
1,12.55,6.24424,2.7756,158.6038,156.1061,0.2069,10,Circle
1,12.6,6.26925,2.76768,159.2388,156.7312,0.2063,10,Circle
1,12.65,6.29424,2.82233,159.8738,157.3561,0.2104,10,Circle
1,12.7,6.31924,2.80226,160.5088,157.9811,0.2089,10,Circle
1,12.75,6.34424,2.86716,161.1438,158.6061,0.2137,10,Circle
1,12.8,6.36925,2.82972,161.7789,159.2312,0.2109,10,Circle
1,12.85,6.39425,2.83091,162.4138,159.8562,0.211,10,Circle
1,12.9,6.41925,2.87305,163.0488,160.4811,0.2142,10,Circle
1,12.95,6.44424,2.89872,163.6838,161.1061,0.2161,10,Circle
1,13,6.46925,2.89892,164.3188,161.7311,0.2161,10,Circle
1,13.05,6.49425,2.94577,164.9538,162.3561,0.2196,10,Circle
1,13.1,6.51924,3.0241,165.5888,162.9811,0.2254,10,Circle
1,13.15,6.54424,3.07854,166.2238,163.6061,0.2295,10,Circle
1,13.2,6.56925,3.12462,166.8588,164.2311,0.2329,10,Circle
1,13.25,6.59424,3.13628,167.4938,164.8561,0.2338,10,Circle
1,13.3,6.61924,3.15758,168.1288,165.4811,0.2354,10,Circle
1,13.35,6.64424,3.21196,168.7638,166.1061,0.2394,10,Circle
1,13.4,6.66924,3.25547,169.3988,166.7311,0.2427,10,Circle
1,13.45,6.69425,3.33096,170.0339,167.3562,0.2483,10,Circle
1,13.5,6.71925,3.32205,170.6688,167.9811,0.2476,10,Circle
1,13.55,6.74424,3.34091,171.3038,168.6061,0.249,10,Circle
1,13.6,6.76924,3.35823,171.9388,169.2311,0.2503,10,Circle
1,13.65,6.79425,3.38992,172.5739,169.8562,0.2527,10,Circle
1,13.7,6.81925,3.40587,173.2088,170.4811,0.2539,10,Circle
1,13.75,6.84425,3.43346,173.8438,171.1061,0.2559,10,Circle
1,13.8,6.86924,3.31566,174.4788,171.7311,0.2471,10,Circle
1,13.85,6.89425,3.39637,175.1139,172.3562,0.2532,10,Circle
1,13.9,6.91925,3.35468,175.7488,172.9811,0.2501,10,Circle
1,13.95,6.94424,3.42487,176.3838,173.6061,0.2553,10,Circle
1,14,6.96924,3.46455,177.0188,174.2311,0.2582,10,Circle
1,14.05,6.99425,3.48624,177.6538,174.8561,0.2599,10,Circle
1,14.1,7.01924,3.55502,178.2888,175.4811,0.265,10,Circle
1,14.15,7.04424,3.54652,178.9238,176.1061,0.2644,10,Circle
1,14.2,7.06924,3.60176,179.5588,176.7311,0.2685,10,Circle
1,14.25,7.09425,3.63458,180.1938,177.3561,0.2709,10,Circle
1,14.3,7.11925,3.65502,180.8289,177.9812,0.2724,10,Circle
1,14.35,7.14424,3.6322,181.4638,178.6061,0.2707,10,Circle
1,14.4,7.16924,3.67989,182.0988,179.2311,0.2743,10,Circle
1,14.45,7.19425,3.76126,182.7338,179.8561,0.2804,10,Circle
1,14.5,7.21925,3.69515,183.3689,180.4812,0.2754,10,Circle
1,14.55,7.24425,3.70693,184.0038,181.1061,0.2763,10,Circle
1,14.6,7.26924,3.74305,184.6388,181.7311,0.279,10,Circle
1,14.65,7.29424,3.7475,185.2738,182.3561,0.2793,10,Circle
1,14.7,7.31925,3.78481,185.9088,182.9811,0.2821,10,Circle
1,14.75,7.34425,3.83063,186.5438,183.6061,0.2855,10,Circle
1,14.8,7.36924,3.91551,187.1788,184.2311,0.2919,10,Circle
1,14.85,7.39424,3.90423,187.8138,184.8561,0.291,10,Circle
1,14.9,7.41924,3.96838,188.4488,185.4811,0.2958,10,Circle
1,14.95,7.44425,3.99856,189.0838,186.1061,0.298,10,Circle
1,15,7.46924,4.0749,189.7188,186.7311,0.3037,10,Circle
1,15.05,7.49424,4.13126,190.3538,187.3561,0.3079,10,Circle
1,15.1,7.51925,4.11083,190.9888,187.9811,0.3064,10,Circle
1,15.15,7.54425,4.03114,191.6239,188.6062,0.3005,10,Circle
1,15.2,7.56924,4.175,192.2588,189.2311,0.3112,10,Circle
1,15.25,7.59424,4.11818,192.8938,189.8561,0.307,10,Circle
1,15.3,7.61924,4.16393,193.5288,190.4811,0.3104,10,Circle
1,15.35,7.64425,4.24605,194.1639,191.1062,0.3165,10,Circle
1,15.4,7.66925,4.21811,194.7988,191.7311,0.3144,10,Circle
1,15.45,7.69424,4.27045,195.4338,192.3561,0.3183,10,Circle
1,15.5,7.71924,4.28182,196.0688,192.9811,0.3192,10,Circle
1,15.55,7.74425,4.25807,196.7039,193.6062,0.3174,10,Circle
1,15.6,7.76924,4.25212,197.3388,194.2311,0.3169,10,Circle
1,15.65,7.79424,4.31997,197.9738,194.8561,0.322,10,Circle
1,15.7,7.81924,4.30266,198.6088,195.4811,0.3207,10,Circle
1,15.75,7.84425,4.33815,199.2438,196.1061,0.3234,10,Circle
1,15.8,7.86925,4.32418,199.8788,196.7311,0.3223,10,Circle
1,15.85,7.89424,4.31686,200.5138,197.3561,0.3218,10,Circle
1,15.9,7.91924,4.27911,201.1488,197.9811,0.319,10,Circle
1,15.95,7.94425,4.34375,201.7838,198.6061,0.3238,10,Circle
1,16,7.96925,4.32811,202.4189,199.2312,0.3226,10,Circle
1,16.05,7.99424,4.37989,203.0538,199.8561,0.3265,10,Circle
1,16.1,8.01925,4.3679,203.6888,200.4811,0.3256,10,Circle
1,16.15,8.04424,4.37369,204.3238,201.1061,0.326,10,Circle
1,16.2,8.06925,4.4477,204.9588,201.7312,0.3315,10,Circle
1,16.25,8.09424,4.52297,205.5938,202.3561,0.3371,10,Circle
1,16.3,8.11924,4.45284,206.2288,202.9811,0.3319,10,Circle
1,16.35,8.14424,4.40906,206.8638,203.6061,0.3286,10,Circle
1,16.4,8.16925,4.41158,207.4988,204.2311,0.3288,10,Circle
1,16.45,8.19424,4.39051,208.1338,204.8561,0.3273,10,Circle
1,16.5,8.21924,4.38153,208.7688,205.4811,0.3266,10,Circle
1,16.55,8.24424,4.40952,209.4038,206.1061,0.3287,10,Circle
1,16.6,8.26924,4.42872,210.0388,206.7311,0.3301,10,Circle
1,16.65,8.29425,4.43232,210.6738,207.3561,0.3304,10,Circle
1,16.7,8.31924,4.40945,211.3088,207.9811,0.3287,10,Circle
1,16.75,8.34424,4.51078,211.9438,208.6061,0.3362,10,Circle
1,16.8,8.36925,4.50472,212.5788,209.2311,0.3358,10,Circle
1,16.85,8.39425,4.46681,213.2139,209.8562,0.3329,10,Circle
1,16.9,8.41924,4.56328,213.8488,210.4811,0.3401,10,Circle
1,16.95,8.44424,4.62112,214.4838,211.1061,0.3444,10,Circle
1,17,8.46924,4.66015,215.1188,211.7311,0.3474,10,Circle
1,17.05,8.49425,4.69993,215.7539,212.3562,0.3503,10,Circle
1,17.1,8.51924,4.63285,216.3888,212.9811,0.3453,10,Circle
1,17.15,8.54424,4.68854,217.0238,213.6061,0.3495,10,Circle
1,17.2,8.56924,4.68048,217.6588,214.2311,0.3489,10,Circle
1,17.25,8.59425,4.65339,218.2938,214.8561,0.3469,10,Circle
1,17.3,8.61924,4.70789,218.9288,215.4811,0.3509,10,Circle
1,17.35,8.64424,4.72257,219.5638,216.1061,0.352,10,Circle
1,17.4,8.66924,4.70132,220.1988,216.7311,0.3504,10,Circle
1,17.45,8.69425,4.73085,220.8338,217.3561,0.3526,10,Circle
1,17.5,8.71925,4.71006,221.4688,217.9811,0.3511,10,Circle
1,17.55,8.74424,4.73933,222.1038,218.6061,0.3533,10,Circle
1,17.6,8.76925,4.68573,222.7388,219.2311,0.3493,10,Circle
1,17.65,8.79425,4.77341,223.3738,219.8561,0.3558,10,Circle
1,17.7,8.81925,4.83644,224.0089,220.4812,0.3605,10,Circle
1,17.75,8.84424,4.84001,224.6438,221.1061,0.3608,10,Circle
1,17.8,8.86925,4.82875,225.2788,221.7311,0.3599,10,Circle
1,17.85,8.89424,4.86717,225.9138,222.3561,0.3628,10,Circle
1,17.9,8.91925,4.91334,226.5488,222.9811,0.3662,10,Circle
1,17.95,8.94424,5.02799,227.1838,223.6061,0.3748,10,Circle
1,17.966,8.95224,5.05991,227.387,223.8061,0.3772,10,Circle
2,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress,10,Circle
2,(s),(in),(lbf),(mm),(%),(MPa),10,Circle
2,0,0,0.00466,0,0,0.0003,10,Circle
2,0.05,0.00271,0.07945,0.0689,0.0678,0.0059,10,Circle
2,0.1,0.01937,0.06379,0.492,0.4843,0.0048,10,Circle
2,0.15,0.04431,0.05919,1.1256,1.1079,0.0044,10,Circle
2,0.2,0.06946,0.07204,1.7642,1.7364,0.0054,10,Circle
2,0.25,0.0945,0.09343,2.4002,2.3624,0.007,10,Circle
2,0.3,0.1195,0.12181,3.0354,2.9876,0.0091,10,Circle
2,0.35,0.14451,0.14053,3.6705,3.6127,0.0105,10,Circle
2,0.4,0.16951,0.16596,4.3055,4.2377,0.0124,10,Circle
2,0.45,0.19451,0.18945,4.9404,4.8626,0.0141,10,Circle
2,0.5,0.2195,0.20793,5.5754,5.4876,0.0155,10,Circle
2,0.55,0.24451,0.23687,6.2105,6.1127,0.0177,10,Circle
2,0.6,0.26951,0.26805,6.8455,6.7377,0.02,10,Circle
2,0.65,0.2945,0.25581,7.4804,7.3626,0.0191,10,Circle
