1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress,moisture,beam_type
1,3.8,1.86928,0.58825,47.4798,46.7321,0.0438,10,Square
1,3.85,1.89428,0.55718,48.1148,47.3571,0.0415,10,Square
1,3.9,1.91928,0.61707,48.7498,47.9821,0.046,10,Square
1,3.95,1.94428,0.59338,49.3848,48.6071,0.0442,10,Square
1,4,1.96928,0.65165,50.0198,49.2321,0.0486,10,Square
1,4.05,1.99428,0.7154,50.6548,49.8571,0.0533,10,Square
1,4.1,2.01928,0.7532,51.2898,50.4821,0.0561,10,Square
1,4.15,2.04429,0.8001,51.9249,51.1072,0.0596,10,Square
1,4.2,2.06928,0.76384,52.5598,51.7321,0.0569,10,Square
1,4.25,2.09428,0.663,53.1948,52.3571,0.0494,10,Square
1,4.3,2.11928,0.72862,53.8298,52.9821,0.0543,10,Square
1,4.35,2.14428,0.73512,54.4648,53.6071,0.0548,10,Square
1,4.4,2.16929,0.78598,55.0998,54.2321,0.0586,10,Square
1,4.45,2.19428,0.81118,55.7348,54.8571,0.0605,10,Square
1,4.5,2.21928,0.86527,56.3698,55.4821,0.0645,10,Square
1,4.55,2.24428,0.87552,57.0048,56.1071,0.0653,10,Square
1,4.6,2.26928,0.73718,57.6398,56.7321,0.0549,10,Square
1,4.65,2.29428,0.64909,58.2748,57.3571,0.0484,10,Square
1,4.7,2.31928,0.70197,58.9098,57.9821,0.0523,10,Square
1,4.75,2.34428,0.75046,59.5448,58.6071,0.0559,10,Square
1,4.8,2.36929,0.72053,60.1799,59.2321,0.0537,10,Square
1,4.85,2.39428,0.68379,60.8148,59.8571,0.051,10,Square
1,4.9,2.41928,0.76094,61.4498,60.4821,0.0567,10,Square
1,4.95,2.44428,0.81159,62.0848,61.1071,0.0605,10,Square
1,5,2.46929,0.8693,62.7199,61.7321,0.0648,10,Square
1,5.05,2.49428,0.69885,63.3548,62.3571,0.0521,10,Square
1,5.1,2.51928,0.65283,63.9898,62.9821,0.0487,10,Square
1,5.15,2.54428,0.69771,64.6248,63.6071,0.052,10,Square
1,5.2,2.56928,0.75935,65.2598,64.2321,0.0566,10,Square
1,5.25,2.59429,0.78798,65.8949,64.8571,0.0587,10,Square
1,5.3,2.61928,0.71431,66.5298,65.4821,0.0532,10,Square
1,5.35,2.64428,0.77667,67.1648,66.1071,0.0579,10,Square
1,5.4,2.66928,0.83345,67.7998,66.7321,0.0621,10,Square
1,5.45,2.69428,0.73888,68.4348,67.3571,0.0551,10,Square
1,5.5,2.71928,0.78741,69.0698,67.9821,0.0587,10,Square
1,5.55,2.74428,0.84177,69.7048,68.6071,0.0627,10,Square
1,5.6,2.76928,0.89229,70.3398,69.2321,0.0665,10,Square
1,5.65,2.79428,0.77644,70.9748,69.8571,0.0579,10,Square
1,5.7,2.81928,0.75522,71.6098,70.4821,0.0563,10,Square
1,5.75,2.84428,0.79488,72.2448,71.1071,0.0592,10,Square
1,5.8,2.86928,0.8673,72.8798,71.7321,0.0646,10,Square
1,5.85,2.89429,0.89476,73.5149,72.3571,0.0667,10,Square
1,5.9,2.91928,0.89658,74.1498,72.9821,0.0668,10,Square
1,5.95,2.94428,0.89794,74.7848,73.6071,0.0669,10,Square
1,6,2.96928,0.93376,75.4198,74.2321,0.0696,10,Square
1,6.05,2.99428,0.90837,76.0548,74.8571,0.0677,10,Square
1,6.1,3.01928,0.95712,76.6898,75.4821,0.0713,10,Square
1,6.15,3.04428,0.8889,77.3248,76.1071,0.0663,10,Square
1,6.2,3.06928,0.90817,77.9598,76.7321,0.0677,10,Square
1,6.25,3.09428,0.9586,78.5948,77.3571,0.0715,10,Square
1,6.3,3.11928,0.95927,79.2298,77.9821,0.0715,10,Square
1,6.35,3.14428,1.01677,79.8648,78.6071,0.0758,10,Square
1,6.4,3.16928,1.05938,80.4998,79.2321,0.079,10,Square
1,6.45,3.19428,1.06752,81.1348,79.8571,0.0796,10,Square
1,6.5,3.21929,1.09757,81.7699,80.4821,0.0818,10,Square
1,6.55,3.24428,0.92773,82.4048,81.1071,0.0692,10,Square
1,6.6,3.26928,1.0059,83.0398,81.7321,0.075,10,Square
1,6.65,3.29428,1.03823,83.6748,82.3571,0.0774,10,Square
1,6.7,3.31929,0.98876,84.3098,82.9821,0.0737,10,Square
1,6.75,3.34428,0.99372,84.9448,83.6071,0.0741,10,Square
1,6.8,3.36928,1.06916,85.5798,84.2321,0.0797,10,Square
1,6.85,3.39428,1.10402,86.2148,84.8571,0.0823,10,Square
1,6.9,3.41928,1.15205,86.8498,85.4821,0.0859,10,Square
1,6.95,3.44428,1.15188,87.4848,86.1071,0.0859,10,Square
1,7,3.46928,1.17087,88.1198,86.7321,0.0873,10,Square
1,7.05,3.49428,1.16693,88.7548,87.3571,0.087,10,Square
1,7.1,3.51929,1.19199,89.3898,87.9821,0.0888,10,Square
1,7.15,3.54428,1.10896,90.0248,88.6071,0.0827,10,Square
1,7.2,3.56928,1.16904,90.6598,89.2321,0.0871,10,Square
1,7.25,3.59428,1.1731,91.2948,89.8571,0.0874,10,Square
1,7.3,3.61928,1.15899,91.9298,90.4821,0.0864,10,Square
1,7.35,3.64429,1.2281,92.5648,91.1071,0.0915,10,Square
1,7.4,3.66928,1.16682,93.1998,91.7321,0.087,10,Square
1,7.45,3.69428,1.18579,93.8348,92.3571,0.0884,10,Square
1,7.5,3.71928,1.25855,94.4698,92.9821,0.0938,10,Square
1,7.55,3.74428,1.20701,95.1048,93.6071,0.09,10,Square
1,7.6,3.76928,1.21455,95.7398,94.2321,0.0905,10,Square
1,7.65,3.79428,1.22301,96.3748,94.8571,0.0912,10,Square
1,7.7,3.81928,1.22754,97.0098,95.4821,0.0915,10,Square
1,7.75,3.84428,1.17214,97.6448,96.1071,0.0874,10,Square
1,7.8,3.86928,1.11454,98.2798,96.7321,0.0831,10,Square
1,7.85,3.89428,1.16698,98.9148,97.3571,0.087,10,Square
1,7.9,3.91928,1.15758,99.5498,97.9821,0.0863,10,Square
1,7.95,3.94428,1.14223,100.1848,98.6071,0.0851,10,Square
1,8,3.96928,1.20328,100.8198,99.2321,0.0897,10,Square
1,8.05,3.99428,1.20604,101.4548,99.8571,0.0899,10,Square
1,8.1,4.01928,1.20946,102.0898,100.4821,0.0902,10,Square
1,8.15,4.04428,1.21314,102.7248,101.1071,0.0904,10,Square
1,8.2,4.06929,1.24786,103.3598,101.7321,0.093,10,Square
1,8.25,4.09428,1.2448,103.9948,102.3571,0.0928,10,Square
1,8.3,4.11928,1.24645,104.6298,102.9821,0.0929,10,Square
1,8.35,4.14428,1.29373,105.2648,103.6071,0.0964,10,Square
1,8.4,4.16928,1.30045,105.8998,104.2321,0.0969,10,Square
1,8.45,4.19428,1.30671,106.5348,104.8571,0.0974,10,Square
1,8.5,4.21928,1.23472,107.1698,105.4821,0.092,10,Square
1,8.55,4.24428,1.25511,107.8048,106.1071,0.0936,10,Square
1,8.6,4.26928,1.25218,108.4398,106.7321,0.0933,10,Square
1,8.65,4.29428,1.27547,109.0748,107.3571,0.0951,10,Square
1,8.7,4.31928,1.29646,109.7098,107.9821,0.0966,10,Square
1,8.75,4.34428,1.28252,110.3448,108.6071,0.0956,10,Square
1,8.8,4.36929,1.28825,110.9798,109.2321,0.096,10,Square
1,8.85,4.39429,1.30865,111.6148,109.8571,0.0975,10,Square
1,8.9,4.41928,1.28199,112.2498,110.4821,0.0956,10,Square
1,8.95,4.44428,1.31102,112.8848,111.1071,0.0977,10,Square
1,9,4.46928,1.33302,113.5198,111.7321,0.0994,10,Square
1,9.05,4.49428,1.35206,114.1548,112.3571,0.1008,10,Square
1,9.1,4.51928,1.34835,114.7898,112.9821,0.1005,10,Square
1,9.15,4.54428,1.37124,115.4248,113.6071,0.1022,10,Square
1,9.2,4.56928,1.39426,116.0598,114.2321,0.1039,10,Square
1,9.25,4.59428,1.38353,116.6948,114.8571,0.1031,10,Square
1,9.3,4.61928,1.40136,117.3298,115.4821,0.1045,10,Square
1,9.35,4.64428,1.42798,117.9648,116.1071,0.1064,10,Square
1,9.4,4.66928,1.44076,118.5998,116.7321,0.1074,10,Square
1,9.45,4.69428,1.43552,119.2348,117.3571,0.107,10,Square
1,9.5,4.71928,1.44444,119.8698,117.9821,0.1077,10,Square
1,9.55,4.74428,1.45516,120.5048,118.6071,0.1085,10,Square
1,9.6,4.76928,1.51167,121.1398,119.2321,0.1127,10,Square
1,9.65,4.79428,1.49891,121.7748,119.8571,0.1117,10,Square
1,9.7,4.81929,1.49609,122.4098,120.4821,0.1115,10,Square
1,9.75,4.84428,1.51344,123.0448,121.1071,0.1128,10,Square
1,9.8,4.86928,1.54552,123.6798,121.7321,0.1152,10,Square
1,9.85,4.89428,1.55551,124.3148,122.3571,0.1159,10,Square
1,9.9,4.91928,1.56341,124.9498,122.9821,0.1165,10,Square
1,9.95,4.94428,1.59512,125.5848,123.6071,0.1189,10,Square
1,10,4.96928,1.60815,126.2198,124.2321,0.1199,10,Square
1,10.05,4.99428,1.62594,126.8548,124.8571,0.1212,10,Square
1,10.1,5.01928,1.61675,127.4898,125.4821,0.1205,10,Square
1,10.15,5.04428,1.62214,128.1248,126.1071,0.1209,10,Square
1,10.2,5.06928,1.64563,128.7598,126.7321,0.1227,10,Square
1,10.25,5.09428,1.66908,129.3948,127.3571,0.1244,10,Square
1,10.3,5.11929,1.68746,130.0298,127.9821,0.1258,10,Square
1,10.35,5.14428,1.67587,130.6648,128.6071,0.1249,10,Square
1,10.4,5.16928,1.68807,131.2998,129.2321,0.1258,10,Square
1,10.45,5.19428,1.69609,131.9348,129.8571,0.1264,10,Square
1,10.5,5.21929,1.70249,132.5698,130.4821,0.1269,10,Square
1,10.55,5.24428,1.713,133.2048,131.1071,0.1277,10,Square
1,10.6,5.26928,1.71348,133.8398,131.7321,0.1277,10,Square
1,10.65,5.29428,1.73827,134.4748,132.3571,0.1296,10,Square
1,10.7,5.31928,1.73145,135.1098,132.9821,0.1291,10,Square
1,10.75,5.34428,1.78701,135.7448,133.6071,0.1332,10,Square
1,10.8,5.36928,1.72866,136.3798,134.232,0.1289,10,Square
1,10.85,5.39428,1.73326,137.0148,134.8571,0.1292,10,Square
1,10.9,5.41929,1.7518,137.6499,135.4821,0.1306,10,Square
1,10.95,5.44428,1.78913,138.2848,136.1071,0.1334,10,Square
1,11,5.46928,1.83732,138.9198,136.7321,0.1369,10,Square
1,11.05,5.49428,1.83217,139.5548,137.3571,0.1366,10,Square
1,11.1,5.51928,1.7836,140.1898,137.9821,0.1329,10,Square
1,11.15,5.54429,1.78856,140.8248,138.6071,0.1333,10,Square
1,11.2,5.56928,1.80665,141.4598,139.2321,0.1347,10,Square
1,11.25,5.59428,1.79849,142.0948,139.8571,0.1341,10,Square
1,11.3,5.61928,1.81134,142.7298,140.4821,0.135,10,Square
1,11.35,5.64428,1.82083,143.3648,141.1071,0.1357,10,Square
1,11.4,5.66928,1.8,143.9998,141.7321,0.1342,10,Square
1,11.45,5.69428,1.80806,144.6348,142.3571,0.1348,10,Square
1,11.5,5.71928,1.8117,145.2698,142.9821,0.135,10,Square
1,11.55,5.74428,1.83382,145.9048,143.6071,0.1367,10,Square
1,11.6,5.76928,1.84014,146.5398,144.2321,0.1372,10,Square
1,11.65,5.79428,1.81115,147.1748,144.8571,0.135,10,Square
1,11.7,5.81928,1.78941,147.8098,145.4821,0.1334,10,Square
1,11.75,5.84428,1.85565,148.4448,146.1071,0.1383,10,Square
1,11.8,5.86928,1.88032,149.0798,146.7321,0.1402,10,Square
1,11.85,5.89428,1.8603,149.7148,147.3571,0.1387,10,Square
1,11.9,5.91928,1.85753,150.3498,147.982,0.1385,10,Square
1,11.95,5.94428,1.86304,150.9848,148.6071,0.1389,10,Square
1,12,5.96929,1.85037,151.6198,149.2321,0.1379,10,Square
1,12.05,5.99428,1.87658,152.2548,149.8571,0.1399,10,Square
1,12.1,6.01928,1.88853,152.8898,150.4821,0.1408,10,Square
1,12.15,6.04429,1.91699,153.5249,151.1071,0.1429,10,Square
1,12.2,6.06929,1.91736,154.1599,151.7321,0.1429,10,Square
1,12.25,6.09428,1.90671,154.7948,152.3571,0.1421,10,Square
1,12.3,6.11928,1.98082,155.4298,152.9821,0.1476,10,Square
1,12.35,6.14428,1.95379,156.0648,153.6071,0.1456,10,Square
1,12.4,6.16928,1.94328,156.6998,154.2321,0.1448,10,Square
1,12.45,6.19428,1.98461,157.3348,154.8571,0.1479,10,Square
1,12.5,6.21928,2.03789,157.9698,155.4821,0.1519,10,Square
1,12.55,6.24428,2.02999,158.6048,156.1071,0.1513,10,Square
1,12.6,6.26928,2.03787,159.2398,156.7321,0.1519,10,Square
1,12.65,6.29428,2.01941,159.8748,157.3571,0.1505,10,Square
1,12.7,6.31928,2.04997,160.5098,157.9821,0.1528,10,Square
1,12.75,6.34428,2.00058,161.1448,158.6071,0.1491,10,Square
1,12.8,6.36929,2.05393,161.7798,159.2321,0.1531,10,Square
1,12.85,6.39429,2.02086,162.4148,159.8571,0.1506,10,Square
1,12.9,6.41928,2.01408,163.0498,160.4821,0.1501,10,Square
1,12.95,6.44428,1.99161,163.6848,161.1071,0.1485,10,Square
1,13,6.46928,2.0625,164.3198,161.7321,0.1537,10,Square
1,13.05,6.49428,2.06575,164.9548,162.3571,0.154,10,Square
1,13.1,6.51928,2.04966,165.5898,162.9821,0.1528,10,Square
1,13.15,6.54428,2.09273,166.2248,163.6071,0.156,10,Square
1,13.2,6.56928,2.11481,166.8598,164.2321,0.1576,10,Square
1,13.25,6.59428,2.16094,167.4948,164.8571,0.1611,10,Square
1,13.3,6.61928,2.18894,168.1298,165.4821,0.1632,10,Square
1,13.35,6.64428,2.21435,168.7648,166.1071,0.1651,10,Square
1,13.4,6.66928,2.23402,169.3998,166.7321,0.1665,10,Square
1,13.45,6.69428,2.16344,170.0348,167.3571,0.1613,10,Square
1,13.5,6.71928,2.12561,170.6698,167.9821,0.1584,10,Square
1,13.55,6.74428,2.11913,171.3048,168.6071,0.158,10,Square
1,13.6,6.76928,2.11179,171.9398,169.2321,0.1574,10,Square
1,13.65,6.79429,2.15889,172.5749,169.8571,0.1609,10,Square
1,13.7,6.81928,2.19488,173.2098,170.4821,0.1636,10,Square
1,13.75,6.84428,2.19051,173.8448,171.1071,0.1633,10,Square
1,13.8,6.86928,2.20995,174.4798,171.7321,0.1647,10,Square
1,13.85,6.89429,2.20812,175.1149,172.3571,0.1646,10,Square
1,13.9,6.91928,2.20143,175.7498,172.9821,0.1641,10,Square
1,13.95,6.94428,2.23052,176.3848,173.6071,0.1663,10,Square
1,14,6.96928,2.24751,177.0198,174.2321,0.1675,10,Square
1,14.05,6.99428,2.2535,177.6548,174.8571,0.168,10,Square
1,14.1,7.01928,2.26744,178.2898,175.4821,0.169,10,Square
1,14.15,7.04428,2.3536,178.9248,176.1071,0.1754,10,Square
1,14.2,7.06928,2.35328,179.5598,176.7321,0.1754,10,Square
1,14.25,7.09428,2.3624,180.1948,177.3571,0.1761,10,Square
1,14.3,7.11929,2.35553,180.8298,177.9821,0.1756,10,Square
1,14.35,7.14428,2.36187,181.4648,178.6071,0.176,10,Square
1,14.4,7.16928,2.39632,182.0998,179.2321,0.1786,10,Square
1,14.45,7.19428,2.43778,182.7348,179.8571,0.1817,10,Square
1,14.5,7.21929,2.44467,183.3698,180.4821,0.1822,10,Square
1,14.55,7.24428,2.4541,184.0048,181.1071,0.1829,10,Square
1,14.6,7.26928,2.46265,184.6398,181.7321,0.1836,10,Square
1,14.65,7.29428,2.47714,185.2748,182.3571,0.1846,10,Square
1,14.7,7.31929,2.48504,185.9099,182.9821,0.1852,10,Square
1,14.75,7.34428,2.476,186.5448,183.6071,0.1846,10,Square
1,14.8,7.36928,2.48208,187.1798,184.2321,0.185,10,Square
1,14.85,7.39428,2.54068,187.8148,184.8571,0.1894,10,Square
1,14.9,7.41928,2.58898,188.4498,185.4821,0.193,10,Square
1,14.95,7.44428,2.55227,189.0848,186.1071,0.1902,10,Square
1,15,7.46928,2.55258,189.7198,186.7321,0.1903,10,Square
1,15.05,7.49428,2.52975,190.3548,187.3571,0.1886,10,Square
1,15.1,7.51928,2.5645,190.9898,187.9821,0.1912,10,Square
1,15.15,7.54429,2.58006,191.6248,188.6071,0.1923,10,Square
1,15.2,7.56928,2.5082,192.2598,189.2321,0.187,10,Square
1,15.25,7.59428,2.58559,192.8948,189.8571,0.1927,10,Square
1,15.3,7.61928,2.64386,193.5298,190.4821,0.1971,10,Square
1,15.35,7.64429,2.62183,194.1649,191.1072,0.1954,10,Square
1,15.4,7.66928,2.6769,194.7998,191.7321,0.1995,10,Square
1,15.45,7.69428,2.70664,195.4348,192.3571,0.2017,10,Square
1,15.5,7.71928,2.65112,196.0698,192.9821,0.1976,10,Square
1,15.55,7.74428,2.65805,196.7048,193.6071,0.1981,10,Square
1,15.6,7.76928,2.72221,197.3398,194.2321,0.2029,10,Square
1,15.65,7.79428,2.68766,197.9748,194.8571,0.2003,10,Square
1,15.7,7.81928,2.7092,198.6098,195.4821,0.2019,10,Square
1,15.75,7.84428,2.65928,199.2448,196.1071,0.1982,10,Square
1,15.8,7.86928,2.76783,199.8798,196.7321,0.2063,10,Square
1,15.85,7.89428,2.74543,200.5148,197.3571,0.2046,10,Square
1,15.9,7.91928,2.74557,201.1498,197.9821,0.2046,10,Square
1,15.95,7.94429,2.73141,201.7849,198.6071,0.2036,10,Square
1,16,7.96929,2.7541,202.4199,199.2321,0.2053,10,Square
1,16.05,7.99428,2.71249,203.0548,199.8571,0.2022,10,Square
1,16.1,8.01928,2.67144,203.6898,200.4821,0.1991,10,Square
1,16.15,8.04428,2.68625,204.3248,201.1071,0.2002,10,Square
1,16.2,8.06929,2.71953,204.9598,201.7321,0.2027,10,Square
1,16.25,8.09428,2.75351,205.5948,202.3571,0.2052,10,Square
1,16.3,8.11928,2.80859,206.2298,202.9821,0.2093,10,Square
1,16.35,8.14428,2.83753,206.8648,203.6071,0.2115,10,Square
1,16.4,8.16928,2.83005,207.4998,204.2321,0.2109,10,Square
1,16.45,8.19428,2.82287,208.1348,204.8571,0.2104,10,Square
1,16.5,8.21928,2.88218,208.7698,205.4821,0.2148,10,Square
1,16.55,8.24428,2.85377,209.4048,206.1071,0.2127,10,Square
1,16.6,8.26928,2.89437,210.0398,206.7321,0.2157,10,Square
1,16.65,8.29428,2.89092,210.6748,207.3571,0.2155,10,Square
1,16.7,8.31928,2.89496,211.3098,207.9821,0.2158,10,Square
1,16.75,8.34428,2.93758,211.9448,208.6071,0.219,10,Square
1,16.8,8.36928,2.9216,212.5798,209.2321,0.2178,10,Square
1,16.85,8.39429,2.95298,213.2149,209.8572,0.2201,10,Square
1,16.9,8.41928,2.96185,213.8498,210.4821,0.2208,10,Square
1,16.95,8.44428,2.91732,214.4848,211.1071,0.2175,10,Square
1,17,8.46928,2.99654,215.1198,211.7321,0.2234,10,Square
1,17.05,8.49428,3.03423,215.7548,212.3571,0.2262,10,Square
1,17.1,8.51928,3.15752,216.3898,212.9821,0.2354,10,Square
1,17.15,8.54428,3.16187,217.0248,213.6071,0.2357,10,Square
1,17.2,8.56928,3.17097,217.6598,214.2321,0.2364,10,Square
1,17.25,8.59428,3.23285,218.2948,214.8571,0.241,10,Square
1,17.3,8.61928,3.24545,218.9298,215.4821,0.2419,10,Square
1,17.35,8.64428,3.26702,219.5648,216.1071,0.2435,10,Square
1,17.4,8.66928,3.32296,220.1998,216.7321,0.2477,10,Square
1,17.45,8.69428,3.37064,220.8348,217.3571,0.2512,10,Square
1,17.5,8.71928,3.37114,221.4698,217.9821,0.2513,10,Square
1,17.55,8.74428,3.38108,222.1048,218.6071,0.252,10,Square
1,17.6,8.76928,3.39655,222.7398,219.2321,0.2532,10,Square
1,17.65,8.79429,3.46244,223.3749,219.8571,0.2581,10,Square
1,17.7,8.81929,3.3922,224.0098,220.4821,0.2528,10,Square
1,17.75,8.84428,3.49435,224.6448,221.1071,0.2605,10,Square
1,17.8,8.86928,3.50527,225.2798,221.7321,0.2613,10,Square
1,17.85,8.89428,3.58262,225.9148,222.3571,0.267,10,Square
1,17.9,8.91928,3.57776,226.5498,222.9821,0.2667,10,Square
1,17.95,8.94428,3.59864,227.1848,223.6071,0.2682,10,Square
1,18,8.96928,3.63906,227.8198,224.2321,0.2712,10,Square
1,18.05,8.99428,3.63684,228.4548,224.8571,0.2711,10,Square
1,18.1,9.01928,3.67517,229.0898,225.4821,0.2739,10,Square
1,18.15,9.04428,3.78228,229.7248,226.1071,0.2819,10,Square
1,18.2,9.06928,3.79107,230.3598,226.7321,0.2826,10,Square
1,18.206,9.07228,3.7948,230.436,226.8071,0.2829,10,Square
2,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress,10,Square
2,(s),(in),(lbf),(mm),(%),(MPa),10,Square
2,0,0,-0.00452,0,0,-0.0003,10,Square
2,0.05,0.00272,0.07356,0.0691,0.068,0.0055,10,Square
2,0.1,0.01941,0.08053,0.4931,0.4853,0.006,10,Square
2,0.15,0.04436,0.08458,1.1269,1.1091,0.0063,10,Square
2,0.2,0.0695,0.13801,1.7653,1.7375,0.0103,10,Square
2,0.25,0.09454,0.1807,2.4013,2.3635,0.0135,10,Square
2,0.3,0.11955,0.23286,3.0365,2.9887,0.0174,10,Square
2,0.35,0.14455,0.17988,3.6715,3.6137,0.0134,10,Square
2,0.4,0.16955,0.16411,4.3066,4.2387,0.0122,10,Square
2,0.45,0.19455,0.23167,4.9415,4.8637,0.0173,10,Square
2,0.5,0.21955,0.27443,5.5765,5.4887,0.0205,10,Square
2,0.55,0.24455,0.26739,6.2115,6.1137,0.0199,10,Square
2,0.6,0.26955,0.14184,6.8465,6.7387,0.0106,10,Square
2,0.65,0.29455,0.20774,7.4815,7.3637,0.0155,10,Square
2,0.7,0.31955,0.26504,8.1165,7.9887,0.0198,10,Square
2,0.75,0.34455,0.30031,8.7516,8.6137,0.0224,10,Square
2,0.8,0.36955,0.21542,9.3865,9.2387,0.0161,10,Square
2,0.85,0.39455,0.27043,10.0215,9.8637,0.0202,10,Square
2,0.9,0.41955,0.32844,10.6565,10.4887,0.0245,10,Square
